Título,Link,Tipo,Data da Publicação,PDF Links
Política nacional do idoso : velhas e novas questões,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28693,Publicações - Livros (todos os anos)/2016,06/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_agradecimento.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_apresentacao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_introducao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo2.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo3.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo4.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo5.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo6.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo7.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo8.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo9.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo10.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo11.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo12.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo13.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo14.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo15.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo16.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo17.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo18.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo19.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo20.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo21.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo22.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_capitulo23.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos_consideracoes_finais.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"The geopolitics of cities : old challenges, new issues",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28689,Publicações - Livros (todos os anos)/2016,05/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161005_geopolitics.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Geopolítica das cidades: velhos desafios, novos problemas",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28688,Publicações - Livros (todos os anos)/2016,05/10/2016,['https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']
TD 2233 - Uma Análise Contextual das Políticas Públicas Voltadas Para as Empresas de Pequeno Porte no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28677,Publicações - TDs (todos os anos)/2016,04/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/04102016td_2233_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/04102016td_2233.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2232 - Limites ao Endividamento e Sustentabilidade Fiscal: o caso dos governos estaduais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28678,Publicações - TDs (todos os anos)/2016,04/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/04102016td_2232_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/04102016td_2232.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"TD 2231 - Conflitos, Mobilizações e Participação Institucionalizada: a relação entre a sociedade civil e a construção de grandes obras de infraestrutura",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28679,Publicações - TDs (todos os anos)/2016,04/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/04102016td_2231_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/04102016td_2231.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0214 - Spatial Multivariate Regressions with Panel Data,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28669,Publicações - Discussion Paper (Todos anos)/2016,03/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_214.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_214_sumex.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2016 - setembro - Número 32 - Diset - Comportamento Produtivo da Indústria Brasileira no Primeiro Semestre de 2016,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28668,Publicações - Notas Técnicas/Diset,03/10/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/160927_nt_32_diset.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
TD 2230 - O Fim do Fator Previdenciário e a Introdução da Idade Mínima: questões para a previdência social no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28616,Publicações - TDs (todos os anos)/2016,26/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2230_sumex.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/td_2230kkk.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
DP 0213 - The Effects of Conditionality Monitoring on Educational Outcomes: Evidence from Brazil's Bolsa Família Programme,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28591,Publicações - Discussion Paper (Todos anos)/2016,21/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_213.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/TDs/ingles/dp_213_sumex.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2016 - setembro - Número 28 - Disoc - Os impactos do Novo Regime Fiscal para o financiamento do Sistema Único de Saúde e para a efetivação do direito à saúde no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28589,Publicações - Notas Técnicas/Disoc,21/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/160920_nt_28_disoc.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Nota Técnica - 2016 - setembro - Número 27 - Disoc - O Novo Regime Fiscal e suas implicações para a política de Assistência Social no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28588,Publicações - Notas Técnicas/Disoc,21/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/160920_nt_27_disoc.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
O Estatuto da Cidade e a Habitat III : um balanço de quinze anos da política urbana no Brasil e a nova agenda urbana,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28583,Publicações - Livros (todos os anos)/2016,20/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_apresentacao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap00.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap01.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap02.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap03.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap04.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap05.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap06.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap07.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap08.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap09.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap10.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap11.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap12.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap13.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade_cap14.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Relatório de Pesquisa - II Pesquisa Nacional sobre Educação na Reforma Agrária: Estado de Minas Gerais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28543,Publicações - Relatório de Pesquisa/Presidência,15/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/relatoriopesquisa/160915_relatorio_pnera_minas_gerais.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Cooperação Brasileira para o Desenvolvimento Internacional: 2011-2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28542,Publicações - Livros (todos os anos)/2016,15/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161017_livro_cobradi_2011_2013.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/161017_livro_cobradi_2011_2013_apresentacao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_prefacio.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_introducao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap01.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap02.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap03.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap04.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap05.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap06.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_cap07.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_consideracoes_finais.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/livros/livros/160915_livro_cobradi_2011_2013_apendice.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
Radar - 2016 - Agosto - Nº 46,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28508,Publicações - Radar/Diset,08/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/160908_radar_46.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar46_art01.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar46_art02.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar46_art03.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar46_art04.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar46_art05.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/radar/radar46_art06.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Boletim de Análise Político-Institucional nº 9, janeiro - junho 2016",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28504,Publicações - Análise Político-Institucional/Diest,08/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_1_apresentacao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_2_opiniao.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_3_reflexao1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_4_reflexao2.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_5_nota1.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_6_nota2.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_analise_politico/160908_bapi9_7_nota3.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
"Boletim Regional, Urbano e Ambiental nº 15, Julho/Dezembro 2016",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28494,Publicações - Boletim Regional/Dirur,06/09/2016,"['https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_editorial.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio01.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio02.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio03.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio04.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio05.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio06.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_ensaio07.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_opiniao01.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_opiniao02.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa01.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa02.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa03.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa04.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa05.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa06.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_notas%20de%20pesquisa07.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_indicadores01_regionais.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_indicadores02_urbanos.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_indicadores03_sociais.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_indicadores04_federativos.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_indicadores05_ambientais.pdf', 'https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/boletim_regional/160906_bru15_indicadores06_turismo.pdf', 'https://www.ipea.gov.br/portal/images/stories/PDFs/211222_declaracao_privacidade_dados_ipea.pdf']"
